raw_comp_writers_text,CLEAN_TEXT
Freddie Perren/Fonce Mizell/Berry Gordy/Deke Richards/Erik Huber,
Clyde Carson,Clyde Carson
Grupo Castigo Purepecha & Prof. Mateo rodriguez,Grupo Castigo Purepecha/Prof. Mateo rodriguez
Rob Hirst/Martin Rotsey/Jim Moginie,Rob Hirst/Martin Rotsey/Jim Moginie
Vicky Freeman & Jeff Roberts,
BRYAN & KATIE TORWALT/BRYAN JAMES TORWALT/LAURA SOUGUELLIS SILVEIRA LEITE,KATIE TORWALT/BRYAN JAMES TORWALT
West/Crazy Man/The S/Mesteralae/Demon/DH/Dini/Moro/Triuu/Snaik/Tflow/Zeroten,West/Crazy Man/The S/Mesteralae/Demon/DH/Dini/Moro/Triuu/Snaik/Tflow/Zeroten
Y. Moodley/S McQuinn,
McGear/McGough/Tim Rice,McGear/McGough/Tim Rice
BOTOFASINA RADHA RENEE/KULPOWICZ SLAWOMIR ANTONI,BOTOFASINA/RADHA/RENEE/KULPOWICZ/SLAWOMIR/ANTONI
Rony Ordóñez López & juan luis tzoy chic,Rony Ordóñez López/juan luis tzoy chic
Raymond Van Het Groenewoud/Kamagurka,Raymond Van Het Groenewoud/Kamagurka
Dipiù Music (2013),
"[""ALAN REID"", ""BRIAN MACNEILL"", ""DUNCAN MACGILLIVRAY"", ""JENNY CLARK"", ""TRAD""]",
Conway Twitty,Conway Twitty
Carlton McLeod/Anthony Cameron/Vincent Nyam,Carlton McLeod/Anthony Cameron/Vincent Nyam
"<Unknown>/Moronta, Lidabel",Moronta/Lidabel
Rolando Hernández Reyes,Rolando Hernández Reyes
Iain Matthews/Andy Roberts,Iain Matthews
Noboru Mutoh,
Jorge Anibal Serrano,Jorge Anibal Serrano
Pinocchio,Pinocchio
Janszen & Marsh,
Toohda Band$,Toohda Band$
Ronaldo Bastos/Milton Nascimento,Ronaldo Bastos/Milton Nascimento
Hal David/Burt Bacharach,Hal David/Burt Bacharach
Not Documented,
Prince,Prince
Jane Antonia Cornish,Jane Antonia Cornish
Crispian Mills,Crispian Mills
The K/Limbo/Akuma,The K/Limbo/Akuma
Sandy Rivera/Veselina Popova,Sandy Rivera/Veselina Popova
Ray Fernandez/Manuel J. Mato/Mariano Rodriguez/100% Musicworks International (BMI),Ray Fernandez
Aurelie Philogene,Aurelie Philogene
Marco Rinaldo/Rehegoo Music Group,Marco Rinaldo
Chick Willis,Chick Willis
Anthony Braxton,Anthony Braxton
John Novacek,John Novacek
David Mallett/Danny O’Keefe,David Mallett/Danny O’Keefe
Gil Moore/Mike Levine/Rik Emmett,Gil Moore/Mike Levine/Rik Emmett
(MIDNIGHT),
上条欽也/上条盛也/林宗應,
Mike Batt,
Anton Bruckner,Anton Bruckner
Mostafa Shokry,Mostafa Shokry
"<Unknown>/Williams, Otis",
Mary Murillo/ABStationRecords/Copyright Control,Mary Murillo/ABStationRecords
Philip Lawrence/Needlz/Ari Levine/Bruno Mars/Khalil Walton,Philip Lawrence/Ari Levine/Bruno Mars/Khalil Walton
Christian Bruhn,Christian Bruhn
Jorge Luis Aguilar & Jesse Luna,Jorge Luis Aguilar/Jesse Luna
Ernest E Day Jr.,Ernest E Day Jr.
Rupert Vyvyan Kenrick Pope,Rupert Vyvyan Kenrick Pope
Antonio Sureda/Gerónimo Sureda,Antonio Sureda/Gerónimo Sureda
Taylor Swift,Taylor Swift
Zakariya Mullaparamb,Zakariya Mullaparamb
鄭昭仁/鐘佐泓,
Barry Manilow,Barry Manilow
Хачик Дунамалян & Роман Орлов,
Melvin Long,Melvin Long
NIZKIZ,NIZKIZ
Kelly Keeling/Jack Ponti,Kelly Keeling/Jack Ponti
Mc LcKaiique,Mc LcKaiique
Rafik Nouar & Proson,Rafik Nouar/Proson
Kasenova Vaiangina,Kasenova Vaiangina
Jeremy Yoder,Jeremy Yoder
William Bennett,William Bennett
Dream Theater/Kevin Moore,Dream Theater/Kevin Moore
Magnus Birgersson/Vincent Villuis,Magnus Birgersson/Vincent Villuis
Chris Veltri,Chris Veltri
Lê Minh/Đỗ Thu/Hàn Châu/Thanh Sơn/Ngọc Sơn/Hoàng Trang/Tiến Luân/Mã Thu Giang/Tạ Vu Thủy/Đinh Trầm Ca/Mạc Thế Nhân/Trần Thiện Thanh/Phạm Đình Chương,Ngọc Sơn
Morten Lauridsen,Morten Lauridsen
Jikki/Copyright Control,Jikki
Jon Craig,Jon Craig
"<Unknown>/Chardayre, Antoine",Antoine
Valisbeats,Valisbeats
Elena Rose/Sergio George/Édgar Barrera/Marco Antonio Muñiz Marc Anthony/Marco Antonio Muñiz p/k/a Marc Anthony,Elena Rose/Édgar Barrera/Marc Anthony
Joseph Brown/Frank Colucci,Joseph Brown/Frank Colucci
T iulian marius,T iulian marius
"<Unknown>/Vouglanis, George",
MARCO ANTONIO SOLIS,MARCO ANTONIO SOLIS
Hans-Joachim Hespos,Hans-Joachim Hespos
Marco Antonio Solís,Marco Antonio Solís
"Punchmade Dev,OBN Dev,DevTakeFlight",Punchmade Dev/DevTakeFlight
Ronnie Cook/Ed James,Ronnie Cook/Ed James
Jermaine Davis/Justin Osuji/Marcus Cooper,Jermaine Davis/Justin Osuji/Marcus Cooper
Gerhard Feng,Gerhard Feng
GAETANO DOMENICO MARIA DONIZETTI/SALVATORE CAMMARANO,SALVATORE/CAMMARANO
Eppu Kosonen/Jurek/Pete Parkkonen,Eppu Kosonen/Jurek/Pete Parkkonen
RePlaySur/Copyright Control/Leito y Su Grupo Internacional Zenegal,Leito y Su Grupo Internacional Zenegal
Maximillien Stapf,Maximillien Stapf
Touch Music/E.van der Woude,E.van der Woude
Carlos J Trooper,Carlos J Trooper
P.J. Shaw,P.J. Shaw
Juicy J/J. Houston/P. Beauregard/The Super Producers DJ Paul,Juicy J/J. Houston/P. Beauregard/The Super Producers DJ Paul
BRIDGELAND ELIZABETH FALLON MS/CUNNINGHAM EVAN V CHAMBERS (MR,
Rocco Damián Rocco,Rocco Damián Rocco
Max Forest/Veronique Culliford/Thierry Culliford/J.F. Maljean,Max Forest/Veronique Culliford/Thierry Culliford/J.F. Maljean
Louis Leibfried/Leonie Greiner/Felix Jeremias Volk/Mark Becker/Sebastian Fruner,Louis Leibfried/Leonie Greiner/Felix Jeremias Volk/Mark Becker/Sebastian Fruner
Велеславов Даниил Дмитриевич,
Jon Astley/Judy Astley,Jon Astley/Judy Astley
甘茶,
C.Vanveer/Shree Kamalprabh M.S,C.Vanveer
"Adrian Gil de la Cruz, Borga Gimenez Jimenez, Gonzalo Cidre, Lucas Garcia & Oscar Campos",Adrian Gil de la Cruz/Borga Gimenez Jimenez/Gonzalo Cidre/Lucas Garcia /Oscar Campos
"K9MadeIt,Polo G,KDMadeIt",K9MadeIt/Polo G/KDMadeIt
Says'z/Abdi/BlackDoe,Says'z/Abdi/BlackDoe
Anand Bakshi/Shiv-Hari,Anand Bakshi/Shiv-Hari
Sabit Kebic,Sabit Kebic
Kenny Loggins/Bob James,Kenny Loggins/Bob James
strangefruit,strangefruit
Johann Nepomuk Humme,Johann Nepomuk Humme
James Bay,James Bay
Juan Luis Blanco Flowers,Juan Luis Blanco Flowers
yudhistira arianto,yudhistira arianto
Roc Chen,Roc Chen
Luke Morris,Luke Morris
Neil Young,Neil Young
VXSTA VXSTA VXSTA,VXSTA VXSTA VXSTA
CA WILSON STEVEN PETER/PA STEVIE SHARP & THE CLEAN CUTS,WILSON/STEVEN/PETER/PA/STEVIE/SHARP/&/THE/CLEAN/CUTS
Varg Vikernes,Varg Vikernes
BEN MCDONALD/CAL JOSLIN/CASEY BROWN/COMPOSER & AUTHOR TRAD/DAVID DOUGLAS FREY/JONATHAN SMITH/JUSTIN NACE/SHAUN TOMCZAK/TIM LAUER,BEN MCDONALD/DAVID DOUGLAS FREY/JONATHAN SMITH/TIM LAUER
Hugo Wolf,Hugo Wolf
Gustav Mahler,Gustav Mahler
"Alsina (Jeanty, Jones, Lamothe & McMillion)",Alsina/Jeanty/Jones/Lamothe/McMillion
Brix/Ramson/Didrik Thott/Kinnda Hamid/Sebastian Thott/Ameerah EL Ouiglani,Brix/Ramson/Didrik Thott/Kinnda Hamid/Sebastian Thott/Ameerah EL Ouiglani
佐藤博/中山美穂,
Rachel Bor/Hester Smith/Debsey Wykes,Rachel Bor/Hester Smith/Debsey Wykes
"Teddy Walton,Key Glock",Teddy Walton/Key Glock
Ethan Jones,Ethan Jones
CMRRA/Wesley Pentz/Henri Overduin/Michael Mulders/EMI Blackwood Music Inc. o/b/o EMI Music Publishing Holland BV (Burma/Sterma),Wesley Pentz/Henri Overduin/Michael Mulders
C. Resoort,C. Resoort
Massimo Gabutti/Maurizio Lobina/Gianfranco Randone,Massimo Gabutti/Maurizio Lobina/Gianfranco Randone
Weirdcore,Weirdcore
Ross Cooper/Gable Bradley,Ross Cooper/Gable Bradley
Ray Colcord/Chris Cozens/Roger Woodhead,Ray Colcord/Chris Cozens/Roger Woodhead
Mauro Farina/Giuliano Crivellente,Mauro Farina/Giuliano Crivellente
Artem Sergeevich Kulik/Arsen Vladimirovich Vasiljuk/Aleksey Aleksandrovich Suscik/Ivan Vladimirovich Postol'nik/Farkhad Chingiz Ogly Farzaliev/Zakhar Aleksandrovich Bravikov/Aleksandr Leonidovich Repetskiy,Artem Sergeevich Kulik/Arsen Vladimirovich Vasiljuk/Aleksey Aleksandrovich Suscik/Ivan Vladimirovich Postol'nik/Farkhad Chingiz Ogly Farzaliev/Zakhar Aleksandrovich Bravikov/Aleksandr Leonidovich Repetskiy
Cesare Andrea Bixio/André de Badet,Cesare Andrea Bixio/André de Badet
Chacha beats Chacha Beats,Chacha Beats
"Taz Taylor,Nick Mira,Juice WRLD",Taz Taylor/Nick Mira/Juice WRLD
"AEPI/Alekos Sakellarios/Michalis Sougioul;Christos Giannakopoulos/Michalis Sougiou, Christos Giannakopoulos/Michalis Sougioul, Christos Giannakopoulos",
D.A.R,
Carter Piepenburg & Monolism,Carter Piepenburg/Monolism
Dizzy Gillespie,Dizzy Gillespie
david ozora,david ozora
Aubrey McGhee/Corey Wong,Aubrey McGhee/Corey Wong
A5SEMBLER,A5SEMBLER
"Mario Quintero Lara, Charles Miller, Gerald Goldstein, Harold Ray BrownHoward E. Scott, Lee Oskar, Lonnie Jordan, Morris Dewayne Dickerson, Thomas Sylvester Allen & Carlos Fuentes",Mario Quintero Lara/Charles Miller/Gerald Goldstein/Harold Ray BrownHoward E. Scott/Lee Oskar/Lonnie Jordan/Morris Dewayne Dickerson/Thomas Sylvester Allen/Carlos Fuentes
Shootah,Shootah
Kazi Shuvo & Rabbi,Kazi Shuvo/Rabbi
MICHAEL ARMSTRONG JR & Dishon Rogers,
Kaptaan,Kaptaan
June Lopez & Kmar & June Lopez,Kmar/June Lopez
Juan Zaizar,Juan Zaizar
Альфред Гарриевич Шнитке,
Goro Matsui/Koji Kikkawa,Goro Matsui/Koji Kikkawa
Ray Ellerbee,Ray Ellerbee
代岳东/刘思情@骁Studio/李金爽@骁Studio/闫骁男@骁Studio,
Larry Vannata/Dave Goddard/Gene McCarthy,Larry Vannata/Dave Goddard/Gene McCarthy
Eric Darius & Philip Lassiter,
F. Lai/Copyright Control,F. Lai
Evert Renteria Gomez,Evert Renteria Gomez
"<Unknown>/Seymour, Lamar",
Rashidi Abdallah Makwiro,Rashidi Abdallah Makwiro
Zach Golden/Bryan Wehrkamp,Zach Golden/Bryan Wehrkamp
Justin Mroz/Lance Stewart,Justin Mroz/Lance Stewart
Consuelo Velázquez/Sunny Skylar,Consuelo Velázquez
Arjan Dhillon,Arjan Dhillon
Zoltan Bathory/Jason Hook/Kevin Churko/Jeremy Spencer/Ivan Moody,Zoltan Bathory/Jason Hook/Kevin Churko/Jeremy Spencer/Ivan Moody
Black Menace,Black Menace
Rachel Rupio De Leon,Rachel Rupio De Leon
Emilio Kauderer,Emilio Kauderer
R. Stewart/D. Ellington,R. Stewart/D. Ellington
"<Unknown>/Tillman, Vincente",
Bhaktariwala & Singh,Bhaktariwala/Singh
Veeze,Veeze
Myka 9/Michael Troy,Myka 9/Michael Troy
Zé Paulo,Zé Paulo
John Locran/Kayo Bracey,John Locran/Kayo Bracey
19/BMG/Chicane/Ray Hedges/Pól Brennan/Ciarán Brennan/Nick Bracegirdle/Television Music Ltd/Warner Chappell Music/Imogen/EMI Music Publishing Ltd./Edward Kassner Music Co. Ltd.,Ray Hedges/Pól Brennan/Ciarán Brennan/Nick Bracegirdle
Ben Tan/Aodhan King/Jonas Myrin/Laura Toggs/Michael Guy Chislett,Ben Tan/Aodhan King/Jonas Myrin/Laura Toggs
"<Unknown>/Maltos, Valentino",
Haley Heynderickx,Haley Heynderickx
Chamillionaire,Chamillionaire
Kei,Kei
Oliver Lieb/Copyright Control,Oliver Lieb
"<Unknown>/Brown, Wayne Anthony",
John Dowey,John Dowey
Bob Mould,Bob Mould
Karim Kacel,Karim Kacel
Torri Kelly,Torri Kelly
Trần Quang Lộc,Trần Quang Lộc
"Александр Степанов (Alexandr Stepanov),Артём Иванов (Artyom Ivanov)",Alexandr Stepanov/Artyom Ivanov
Dr,
Richard Rodgers/Oscar Hammerstein II,Richard Rodgers/Oscar Hammerstein II
"Sam Tinnesz, Nick Bailey, Timothy Charles Riehm & Levi Hummon",Sam Tinnesz/Nick Bailey/Timothy Charles Riehm/ Levi Hummon
Sumit Dawane/Nateshwari Music Pvt Ltd/Ananda Music & Entertainment,Sumit Dawane
Peter Sandkaulen/Kurt Demmler,Peter Sandkaulen/Kurt Demmler
W. Paul Mitchell/M. Cohen,W. Paul Mitchell/M. Cohen
Lorenzo Reyes,Lorenzo Reyes
"Ice Spice,RIOTUSA",Ice Spice/RIOTUSA
"Daniel Escovar, Spencer Thomas, Jarvis Humlick & James Pizzo",Daniel Escovar/Spencer Thomas/Jarvis Humlick/James Pizzo
"GEREN,GRAHAM/NGUYEN,LOUIS/WING,MICHAEL",GEREN/GRAHAM/NGUYEN/LOUIS/WING/MICHAEL
Espinoza & Espinoza,Espinoza/Espinoza
Jay David Saks,Jay David Saks
83HADES,83HADES
"Sam Wills, Harry Bryson & Marco Antonio Da Silva",Sam Wills/Harry Bryson/Marco Antonio Da Silva
Dot Major/Hannah Reid/Paul Epworth/Dominic Major/Daniel Rothman,Dot Major/Hannah Reid/Paul Epworth/Dominic Major/Daniel Rothman
Ludwig van Beethoven,
Dajee Johnson,Dajee Johnson
Peter Hammill,Peter Hammill
Jesús Carrillo,Jesús Carrillo
Dawens Clerjuste,Dawens Clerjuste
Oliv/김홍중/Peperoni/LEEZ/Ollounder/송민기/EDEN,Oliv/Peperoni/LEEZ/Ollounder/EDEN
"RR, Miloslav Šimek & Luděk Sobota",Miloslav Šimek/Luděk Sobota
Lê Hựu Hà,Lê Hựu Hà
MARK/Alony 55/Sam SZND/Benjamin 55/Yoo Jae Eun,MARK/Alony 55/Sam SZND/Benjamin 55/Yoo Jae Eun
"<Unknown>/Pickrom, Nathaniel",
Paul Hindemith,Paul Hindemith
KESSLER BRIAN/SCHEINER JAY ALLAN,KESSLER/BRIAN/SCHEINER/JAY/ALLAN
Jerry Putter,
Walter Gervers/Jimmy Smith/Jack Bevan/Yannis Philippakis,
Henrik Twardzik/Hendrik Twardzik,Hendrik Twardzik
VOGUE MUSIC/UNIVERSAL POLYGRAM INTERNATIONAL PUBLISHING I/UNIVERSAL MUSIC PUBLISHING MGB SA DE CV/UNIVERSAL MUSIC PUBLISHING MGB MEXICO SA DE CV,
Bernie Taupin/Elton John,
Armand van Helden/Marcus Vazanno,Armand van Helden/Marcus Vazanno
Ralfy the Plug,Ralfy the Plug
Sant Namdev,
Tex Lecor/Jacques Labrecque,
Lil $herm 900,Lil $herm 900
Dennis Becker/Oliver Koch/Thees Uhlmann/Timo Bodenstein,Dennis Becker/Oliver Koch/Thees Uhlmann/Timo Bodenstein
Akimoto Yasushi/Maejima Yasuaki,Akimoto/Yasushi/Maejima/Yasuaki
Konstantin Baratashvili,Konstantin Baratashvili
Luiz Bonfá/Antônio Maria,Luiz Bonfá
Jairmy Long,Jairmy Long
大森元貴,
Callum James Trezise,Callum James Trezise
Jatileswar Mukhopadhyay,
"RØMANS,Elley Duhé,Andrew Wells",RØMANS/Elley Duhé/Andrew Wells
刘佳,
Noah Ross/Amir Rivera-Lieberman/Hal deGroat/Ryan Bondell,Amir Rivera-Lieberman/Hal deGroat/Ryan Bondell
Souhail Arafe & Instrumental,Souhail Arafe
James Wong/Gladius James/Fransisca Hall/Maureen McDonald,James Wong/Gladius James/Fransisca Hall/Maureen McDonald
Das Creations/wilson piravom,Das Creations/wilson piravom
Amparo Llanos/Cristina Llanos,Amparo Llanos/Cristina Llanos
Los ausentes,Los ausentes
Michael McCuistion,Michael McCuistion
Andrzej Pluszcz,Andrzej Pluszcz
"<Unknown>/delgado, edgar vallejo",edgar vallejo
Patrik Berger/Carly Rae Jepsen,Patrik Berger/Carly Rae Jepsen
Hank Cochran/Sony/ATV Music Publishing,Hank Cochran
Chalino Sánchez,Chalino Sánchez
Trúc Phương,
"Jake Webber, Johnnie Guilbert, Michael Anderson & Blake Moran",Jake Webber/Johnnie Guilbert/Michael Anderson/Blake Moran
Best Music/Іван Клименко,
Dorian Tate,Dorian Tate
Khúc Lan,Khúc Lan
Gianfranco Bortolotti/Andrea Remondini/Mauro Picotto/Riccardo Ferri,Gianfranco Bortolotti/Andrea Remondini/Mauro Picotto/Riccardo Ferri
"<Unknown>/Pack, James",
Paul Schreuder,Paul Schreuder
Harris Jayaraj,Harris Jayaraj
C RACCA PASQUALE/C SENDRA MEDINA JOSE'FRANCISCO/PA MECCANO TWINS & MENTHALQUAKE,RACCA/PASQUALE/SENDRA/MEDINA/JOSE'FRANCISCO/PA/MECCANO/TWINS/&/MENTHALQUAKE
Liturgia Solemnis,Liturgia Solemnis
Luis Moreno,Luis Moreno
Tiffany Sherrell Smith,
Lemesle,Lemesle
Ferra  /César J. Franco,Ferra/César J. Franco
Claus Dieter Eckardt/Uwe Lost,Claus Dieter Eckardt/Uwe Lost
"ZayBang,Lil Bean",ZayBang/Lil Bean
Oleg Nechiporenko/D.A. Digital Plug,Oleg Nechiporenko
"Parker Matthews, Myah Marie & Zak Waters",Parker Matthews/Myah Marie/Zak Waters
Cliff Burton/James Hetfield/Lars Ulrich/Kirk Hammett,Cliff Burton/James Hetfield/Lars Ulrich/Kirk Hammett
Gloria Baker,Gloria Baker
Александр Литвинов,
SPEAKER KNOCKERZ,SPEAKER KNOCKERZ
"Azad Right,Kelly “Vali” Porter,ZHU",Azad Right/Kelly “Vali” Porter/ZHU
Ilaiyaraaja,Ilaiyaraaja
Evan Parker/Paul Lovens/Alexander von Schlippenbach,Alexander von Schlippenbach
Carlos Antonio Womack,Carlos Antonio Womack
Don Paolo & David Mel/Italian Way Music,Don Paolo/David Mel
Able Faces/Jack McNeilage/Mark McNeilage/Anthony Dircson,Able Faces/Jack McNeilage/Mark McNeilage/Anthony Dircson
"Woody Harris,Eddie Deane",Woody Harris/Eddie Deane
Shizuma Lietova & Loli in early 20s,Shizuma Lietova/Loli in early 20s
Maurice Grant,
"The Edge/Larry Mullen, Jr./Adam Clayton/Bono",The Edge/Larry Mullen  Jr./Adam Clayton/Bono
Rj Holland/Jules Buckley/Matt Calvert,Rj Holland/Jules Buckley/Matt Calvert
Jelly Roll Morton,Jelly Roll Morton
Rangroop Sandhu,Rangroop Sandhu
Jagdish Nagar,Jagdish Nagar
Polly Samson/David Gilmour,
Opus 1,
Dash Calzado,Dash Calzado
Trece Baktun,Trece Baktun
Stanislav Zarinov & Sergey Komarov,Stanislav Zarinov/Sergey Komarov
Hasrat Jaipuri/Anu Malik,Hasrat Jaipuri/Anu Malik
Nguyễn Nhất Huy,
CA CRAFT JAMES SPRINGER/CA RINGEN JOHANNES/PA JOHANNES RINGEN & JAMES CRAFT,CRAFT/JAMES/SPRINGER/RINGEN/JOHANNES/PA/JOHANNES/RINGEN/&/JAMES/CRAFT
YIRUMA,YIRUMA
Behçet Şervan,
Jason Cooper/Perry Bamonte/Roger O’Donnell/Robert Smith/Simon Gallup,Jason Cooper/Perry Bamonte/Roger O’Donnell/Robert Smith/Simon Gallup
Dalton/Anders Tengner,Dalton/Anders Tengner
Marwan Pablo,Marwan Pablo
Mark Murphy/Oliver Nelson,Mark Murphy/Oliver Nelson
Cristian Paduraru,Cristian Paduraru
Anastasia Kristensen/Sentric / Black Rock,Anastasia Kristensen
H. Doobie Powell,H. Doobie Powell
Daniel Mitroi,Daniel Mitroi
Murray Gold/Universal Music,Murray Gold
TECHNOBOYS PULCRAFT GREEN-FUND,TECHNOBOYS PULCRAFT GREEN-FUND
Boumidjal X,Boumidjal X
Nitin Sawhney,Nitin Sawhney
"Bryce Savage,Cam Wales",
"Anderson, Blessing, Robinson & Weisberg",Anderson/Blessing/Robinson/Weisberg
Tim Pagnotta,Tim Pagnotta
"Isolde Woudstra,Edwin van der Velde",Isolde Woudstra/Edwin van der Velde
Teddy Gere,Teddy Gere
"Ostermann-Endres, Dennis",Ostermann-Endres/Dennis
Civil Twilight/Andrew McKellar/Richard Wouters/Steven McKellar/Kevin Bruce Dailey,Civil Twilight/Andrew McKellar/Richard Wouters/Steven McKellar/Kevin Bruce Dailey
Malay/Ilsey Juber/Andrew Wyatt/Emile Haynie/Jeff Bhasker/Sarah Aarons/James Ryan Ho/Dacoury Natche/Thomas Edward Percy Hull/Lykke Li Timotej Zachrisson/DJ Dahi,Malay/Ilsey Juber/Andrew Wyatt/Emile Haynie/Jeff Bhasker/Sarah Aarons/James Ryan Ho/Dacoury Natche/Thomas Edward Percy Hull/Lykke Li Timotej Zachrisson/DJ Dahi
Bazooka/Katty A. Ståhl,Bazooka/Katty A. Ståhl
Harkirat Singh,
Kara DioGuardi/Katharine McPhee/Corte Ellis/Danja,Kara DioGuardi/Katharine McPhee/Corte Ellis/Danja
James William Somerville/Steven William Bronski/Larry Steinbachek/Hal Ritson,James William Somerville/Steven William Bronski/Larry Steinbachek/Hal Ritson
GianMaria Maiocco,GianMaria Maiocco
Jorge Perez,Jorge Perez
Armando Aceves Jimenez,Armando Aceves Jimenez
Paul Cohen/Bobby Helms/Lee Emerson,Paul Cohen/Bobby Helms/Lee Emerson
Manfred Eicher/Valentin Silvestrov,Manfred Eicher/Valentin Silvestrov
Dean Rode/Tristan Tarr/Martin Macphail,Dean Rode/Tristan Tarr/Martin Macphail
Robert Plant/John Bonham/Jimmy Page/John Paul Jones,
Booker T. Jones/William Bell,Booker T. Jones/William Bell
邓皓月,
Lauro Chocon,Lauro Chocon
M.M. Keeravani/Sirivennela Sitaramasastri,M.M. Keeravani/Sirivennela Sitaramasastri
Pebo Florida/Tee Stunna/Young A.C.,Pebo Florida/Tee Stunna/Young A.C.
株式会社サンライズミュージック/SUNRISE Music INC,
Fito Olivares,Fito Olivares
Sánchez Saldaña José del Refugio,Sánchez Saldaña José del Refugio
Steelz/Hi-Tone/Nate Fox,Steelz/Hi-Tone/Nate Fox
Arbaz Khan/Romeo Ranjha,Arbaz Khan/Romeo Ranjha
Vladimir Visotsky,Vladimir Visotsky
Nicholas Glassen/Ed O'Neill/Daniel Evans/Robert Marcos,Nicholas Glassen/Ed O'Neill/Daniel Evans/Robert Marcos
The Bandit & Pakslap,The Bandit/Pakslap
Jakub Skorupa/Jakub Dąbrowski,Jakub Skorupa/Jakub Dąbrowski
Gerardo Miguel Jimenez,Gerardo Miguel Jimenez
Nhật Ngân,
luiz claudio costa santanna,luiz claudio costa santanna
Eric Heber Suffrin,Eric Heber Suffrin
Deorro,Deorro
菅野祐悟/青木カレン,
Giovanni Battista Pergolesi,Giovanni Battista Pergolesi
Rika Roslan,Rika Roslan
CARRILLO ALARCON ALVARO,CARRILLO/ALARCON/ALVARO
Alfred Deller,Alfred Deller
Benjamin Gibbard,Benjamin Gibbard
"Reminisce,Oxlade",Reminisce/Oxlade
Alhassane Sylla,
BAKI/Will Knox/Joel Sjöö/Wouter Hardy/Duncan Laurence,BAKI/Will Knox/Joel Sjöö/Wouter Hardy/Duncan Laurence
samuel a phipps,samuel a phipps
Midi Jones/Dallas Caton/John Poulson/Alexandra Veltri,Midi Jones/Dallas Caton/John Poulson/Alexandra Veltri
Felice Romani/Vincenzo Bellini (1801-1835),Felice Romani/Vincenzo Bellini
Kim Igoe/Desmond Peter Stanley,Kim Igoe/Desmond Peter Stanley
Afanas'ev V./Galkin A.,
Belmiro Semedo Moreira,Belmiro Semedo Moreira
Zain Effendi,Zain Effendi
Magnus Adell/Per Persson/Magnus Lind,Magnus Adell/Per Persson/Magnus Lind
Roberto Diaz,Roberto Diaz
Dave Matthews,Dave Matthews
Freddie Mercury,Freddie Mercury
Juha Vainio,Juha Vainio
Ben Watt,
CA LUBRANO MARIA S SUZANA/PA SUZANNA LUBRANO,LUBRANO/MARIA/S/SUZANA/PA/SUZANNA/LUBRANO
Michael W. Smith/Wayne Kirkpatrick,Michael W. Smith/Wayne Kirkpatrick
Ghostbusterz/Atilla Cetin,Atilla Cetin
Jamie Terrance Kennell & Jerald Griffin,Jamie Terrance Kennell/Jerald Griffin
Бобков Андрей Юрьевич,
Paige Brianna Cavell Williams/Marlon Flohr/Toby Scott/Paul Harris/Ralph van Hilst/Timothy Jude Smith/Niles Hollowell-Dhar,Paige Brianna Cavell Williams/Marlon Flohr/Toby Scott/Paul Harris/Ralph van Hilst/Timothy Jude Smith/Niles Hollowell-Dhar
Pouya,Pouya
The Zame,The Zame
Alfonzo Primer,
Claude-Michel Schönberg/Alain Albert Boublil/Richard Maltby Jr.,Claude-Michel Schönberg/Alain Albert Boublil/Richard Maltby Jr.
Roger Ramirez/Bruce Dickinson,Roger Ramirez/Bruce Dickinson
"Ayman Bahgat Kamar - أيمن بهجت قمر,Mohamed Yehia - محمد يحيى",Ayman Bahgat Kamar/Mohamed Yehia
Envy of None,Envy of None
Đỗ Bảo,
Boy Casa/Arnav Sinha/Copyright Control/Buman-Erdene Sumband,Boy Casa/Arnav Sinha/Buman-Erdene Sumband
Victor Valdez,Victor Valdez
"DJ O-E Aka Young E, G-Loon & Dueceman",DJ O-E /Young E/G-Loon/Dueceman
Артур Мацакян & Ашот Варданян,
Michael Bruce,Michael Bruce
Bryson G Gray & Alex Stein,Bryson G Gray/Alex Stein
Leo altamira,Leo altamira
Raphaël Novarina,Raphaël Novarina
John Pfeiffer/William D. Brohn,John Pfeiffer/William D. Brohn
"Nathan East/Kenneth Edmonds/Harvey Mason, Jr.",Nathan East/Kenneth Edmonds/Harvey Mason  Jr.
"Christopher Joel Brown, Steven Furtick, Israel Houghton, Matthews Thabo Ntele & Alex Pappas",Christopher Joel Brown/Steven Furtick/Israel Houghton/Matthews Thabo Ntele/Alex Pappas
Frank Beard/Billy Gibbons/Dusty Hill,Frank Beard/Billy Gibbons/Dusty Hill
COPYRIGHT CONTROL/FRANCA DO CARMO IGOR RAFAEL,CARMO/IGOR/RAFAEL
Elihu Gonzalez/Joel Lizarraga/Alfonso Lizarraga,Elihu Gonzalez/Joel Lizarraga/Alfonso Lizarraga
Barbara,Barbara
Daniel Harle/Caroline Polachek/Harley Streten,Daniel Harle/Caroline Polachek/Harley Streten
Johannes Gerstengarbe,Johannes Gerstengarbe
Sri Bhadrachala Ramadasar,Sri Bhadrachala Ramadasar
Jamal Mubarez,Jamal Mubarez
Tatsuji Kimura/Miyako Koda,Tatsuji Kimura/Miyako Koda
Justin Morell,Justin Morell
John Stephen Corrigan,
David Álvarez,
Brian Reitzell,Brian Reitzell
CreepySh0t,CreepySh0t
La munna,La munna
Donald Jackson lll & Kawaiistacy,Donald Jackson lll/Kawaiistacy
